Wall time,Step,Value
1557752861.6048908,0,0.09834558516740799
1557752897.7602623,1,0.12040441483259201
1557752934.0126297,2,0.13143382966518402
1557752970.2933364,3,0.13786764442920685
1557753006.516878,4,0.15716911852359772
1557753042.9924104,5,0.14981617033481598
1557753078.4205532,6,0.18566176295280457
1557753113.9967077,7,0.16268382966518402
1557753149.356594,8,0.18382352590560913
1557753185.8231812,9,0.20588235557079315
1557753222.1467516,10,0.22242647409439087
1557753257.6168761,11,0.2297794073820114
1557753293.1109533,12,0.20496323704719543
1557753329.0963213,13,0.2389705926179886
1557753365.168611,14,0.2545955777168274
1557753400.956487,15,0.2591911852359772
1557753437.4056356,16,0.28125
1557753473.5207136,17,0.2711397111415863
1557753510.0026758,18,0.3170955777168274
1557753547.111553,19,0.3235294222831726
1557753583.3178186,20,0.32536765933036804
1557753619.105132,21,0.3428308963775635
1557753654.802649,22,0.3014705777168274
1557753690.604323,23,0.34375
1557753726.3046987,24,0.3345588147640228
1557753761.8563466,25,0.3501838147640228
1557753797.3171852,26,0.3841911852359772
1557753832.8122501,27,0.3814338147640228
1557753868.322707,28,0.40441176295280457
1557753903.829398,29,0.43382352590560913
1557753939.3769975,30,0.40808823704719543
1557753974.872009,31,0.44485294818878174
1557754010.3213646,32,0.4273897111415863
1557754045.769144,33,0.42922794818878174
1557754080.8826482,34,0.4834558963775635
1557754116.0034468,35,0.4466911852359772
1557754151.2495768,36,0.4742647111415863
1557754186.4759207,37,0.4696691036224365
1557754221.7181618,38,0.48253676295280457
1557754256.9323018,39,0.5009191036224365
1557754292.207916,40,0.5064338445663452
1557754327.4585876,41,0.5009191036224365
1557754362.7442682,42,0.5275735259056091
1557754397.981463,43,0.5211396813392639
1557754433.2728434,44,0.529411792755127
1557754468.5287273,45,0.5395220518112183
1557754503.7587745,46,0.5441176295280457
1557754538.9452903,47,0.560661792755127
1557754574.222837,48,0.5670955777168274
1557754609.5015807,49,0.5827205777168274
