Wall time,Step,Value
1557739007.697464,0,2.207789421081543
1557739040.4846556,1,1.7789603471755981
1557739072.6627069,2,1.9039719104766846
1557739105.0678391,3,1.875083327293396
1557739137.290585,4,1.8035773038864136
1557739169.978016,5,1.6765782833099365
1557739203.0605717,6,1.7162625789642334
1557739235.9018195,7,1.7813806533813477
1557739268.4344282,8,1.7121431827545166
1557739301.161045,9,1.6642820835113525
1557739333.6619864,10,1.7078200578689575
1557739366.5783381,11,1.6727732419967651
1557739399.4869823,12,1.7163115739822388
1557739432.8128648,13,1.5096158981323242
1557739465.2803488,14,1.4369620084762573
1557739497.551855,15,1.3464604616165161
1557739530.0733712,16,1.2311350107192993
1557739563.3422217,17,1.1960339546203613
1557739596.0720048,18,1.1313567161560059
1557739628.9450743,19,1.0594602823257446
1557739661.386085,20,0.9979142546653748
1557739693.944103,21,0.9566724896430969
1557739726.6965194,22,0.8951845169067383
1557739758.5883372,23,0.8236474394798279
1557739790.6174943,24,0.7700643539428711
1557739822.3687696,25,0.7170794010162354
1557739854.591713,26,0.6546086072921753
1557739887.6525116,27,0.5895702838897705
1557739919.6288335,28,0.544190526008606
1557739951.8843403,29,0.48966777324676514
1557739983.7129388,30,0.4410876929759979
1557740015.5397167,31,0.38746377825737
1557740047.3389213,32,0.37924009561538696
1557740079.1145053,33,0.31221261620521545
1557740111.1831913,34,0.2801617980003357
1557740143.049803,35,0.25876736640930176
1557740175.2578483,36,0.23390348255634308
1557740207.3016498,37,0.22507870197296143
1557740239.4817638,38,0.20944587886333466
1557740271.392872,39,0.18512481451034546
1557740303.168002,40,0.17894059419631958
1557740334.9572885,41,0.17622055113315582
1557740366.748932,42,0.15743714570999146
1557740398.5360682,43,0.15448600053787231
1557740430.4417503,44,0.14884218573570251
1557740462.7392263,45,0.1504581719636917
1557740495.2688732,46,0.14392094314098358
1557740528.0134583,47,0.1421235352754593
1557740560.3216486,48,0.1366891711950302
1557740592.8313484,49,0.13507480919361115
