Wall time,Step,Value
1557739007.697475,0,0.2766000032424927
1557739040.4846995,1,0.4058000147342682
1557739072.66275,2,0.3720400035381317
1557739105.067883,3,0.37595999240875244
1557739137.2906284,4,0.40327998995780945
1557739169.9780495,5,0.44209998846054077
1557739203.0606685,6,0.42879998683929443
1557739235.901863,7,0.4179399907588959
1557739268.4344795,8,0.44846001267433167
1557739301.1610873,9,0.4624600112438202
1557739333.66203,10,0.44356000423431396
1557739366.5783882,11,0.4670400023460388
1557739399.487027,12,0.4381999969482422
1557739432.8129308,13,0.5051800012588501
1557739465.2803714,14,0.5336199998855591
1557739497.551897,15,0.5578600168228149
1557739530.0734024,16,0.5958200097084045
1557739563.3422346,17,0.6126199960708618
1557739596.0720148,18,0.6320400238037109
1557739628.945116,19,0.6587799787521362
1557739661.3861299,20,0.6786400079727173
1557739693.9441159,21,0.6958600282669067
1557739726.6965635,22,0.7162200212478638
1557739758.5883791,23,0.7447199821472168
1557739790.6175382,24,0.7628399729728699
1557739822.3687942,25,0.781499981880188
1557739854.5917568,26,0.8035799860954285
1557739887.6525545,27,0.8275799751281738
1557739919.6288757,28,0.8440600037574768
1557739951.8843849,29,0.8626199960708618
1557739983.712971,30,0.8784999847412109
1557740015.53976,31,0.8992599844932556
1557740047.3389688,32,0.9021199941635132
1557740079.114549,33,0.926580011844635
1557740111.1832356,34,0.9376000165939331
1557740143.049815,35,0.9447000026702881
1557740175.257919,36,0.9537000060081482
1557740207.3016956,37,0.9571599960327148
1557740239.4818118,38,0.9617999792098999
1557740271.392925,39,0.9710599780082703
1557740303.1680458,40,0.9735000133514404
1557740334.9573472,41,0.97434002161026
1557740366.7489767,42,0.9808800220489502
1557740398.5361102,43,0.9821599721908569
1557740430.4417956,44,0.9841600060462952
1557740462.7392697,45,0.983460009098053
1557740495.2689176,46,0.9852200150489807
1557740528.013491,47,0.986240029335022
1557740560.3216932,48,0.9887599945068359
1557740592.8313584,49,0.9899600148200989
